Code de profil professionnel SIPeC,Enonce principal
33109.04,Les assistantes en ophtalmologie utilisent des instruments d'ophtalmologie pour examiner et mesurer afin d'aider les ophtalmologistes à déterminer l'acuité visuelle des patients et aident les ophtalmologistes pendant les interventions chirurgicales.
33109.05,Les techniciens et assistants de laboratoire d'optique et d'ophtalmologie se servent du matériel de laboratoire pour ajuster les verres dans les montures et effectuer de petites réparations pour les clients.
33109.06,"Les techniciens en processus de stérilisation se servent de machines et entretiennent l’équipement de stérilisation pour nettoyer et désinfecter les instruments et l'équipement et autres accessoires selon les normes de pratique en matière de sécurité, afin qu'ils puissent être réutilisés."
33109.07,Les aides dans les cliniques de collecte de sang remplissent diverses fonctions de soutien auprès des professionnels de la santé et autre personnel des soins de santé.
33109.08,Les préposés à la morgue offrent un service d'assistance et de support aux pathologistes.
40010.00,"Les gestionnaires de la fonction publique en élaboration de politiques et administration de programmes sociaux et de santé planifient, organisent, dirigent, contrôlent et évaluent l'élaboration et l'administration des politiques de santé, des politiques sociales et des programmes connexes mis en place pour la protection et la promotion de la santé et du bien-être des individus et des collectivités."
40011.00,"Les gestionnaires de la fonction publique en analyse économique, élaboration de politiques et administration de programmes planifient, organisent, dirigent, contrôlent et évaluent les politiques, la recherche et les programmes économiques dans divers secteurs de l'administration publique tels que les impôts, le commerce international, le marché du travail, le transport ou l'agriculture. Ils planifient également des politiques et dirigent des programmes visant à favoriser les investissements industriels et commerciaux dans les régions urbaines et rurales."
40012.00,"Les gestionnaires de la fonction publique en élaboration de politiques en matière d'éducation et administration de programmes planifient, organisent, dirigent, contrôlent et évaluent l'élaboration et l'application de politiques et de programmes d'enseignement primaire, secondaire et postsecondaire."
40019.00,"Les autres gestionnaires de la fonction publique planifient, organisent, dirigent, contrôlent et évaluent l'élaboration de politiques et de programmes régissant les opérations quotidiennes des organismes gouvernementaux et des autres services exclusifs au gouvernement, notamment les affaires intergouvernementales et les élections."
40020.01,Les administrateurs de faculté gèrent les activités scolaires et connexes des facultés des collèges et des universities.
40020.02,Les registraires gèrent les services d'inscription et de tenue des dossiers des collèges et des universités.
40020.03,"Les administrateurs d'autres types d'écoles de formation professionnelle gèrent les activités des écoles de formation professionnelle de métiers, des instituts techniques, des écoles commerciales ou d'autres établissements d'enseignement professionnel."
40021.01,"Les directeurs d'école planifient, organisent, dirigent, contrôlent et évaluent les activités du personnel enseignant et des autres employés dans une école primaire ou secondaire."
40021.02,"Les administrateurs de programmes d'enseignement aux niveaux primaire et secondaire planifient, organisent, dirigent, contrôlent et évaluent les affaires pédagogiques d'un système scolaire."
40030.00,"Les directeurs des services sociaux, communautaires et correctionnels planifient, organisent, dirigent, contrôlent et évaluent les programmes et les activités d'agences de services sociaux et communautaires, d'institutions correctionnelles, de services de counselling, d'organisations syndicales, d'associations professionnelles, de partis politiques et d'organismes non gouvernementaux."
40040.00,"Les officiers de direction des services de police et professions connexes des services de la protection du public planifient, organisent, dirigent, contrôlent et évaluent l'administration de la force policière et les activités des services de police telles que le maintien de la loi et de l'ordre, la détection et la prévention du crime. Ce groupe de base comprend les officiers du rang d'inspecteur et de rangs supérieurs. Les officiers de direction de la police des chemins de fer, les coroners en chef adjoint et les médecins légistes en chef adjoint sont également inclus dans ce groupe de base."
40041.00,"Les chefs et les officiers supérieurs des services d'incendie planifient, organisent, dirigent, contrôlent et évaluent les activités de lutte contre les incendies et de prévention des incendies."
40042.00,"Les officiers de direction des Forces armées canadiennes planifient, organisent, commandent, dirigent, contrôlent et évaluent les opérations de leur organisation par rapport aux objectifs fixés. Les officiers supérieurs formulent des politiques militaires et stratégiques qui déterminent la direction à prendre par les Forces canadiennes. Tous les grades des officiers commissionnés de l'Aviation royale du Canada, de l'Armée canadienne et de la Marine royale du Canada sont inclus dans ce groupe de base."
41100.00,Les juges entendent les causes en matière civile ou criminelle et rendent la justice devant les tribunaux.
41101.00,"Les avocats (partout au Canada) et notaires (au Québec) donnent à leurs clients des conseils juridiques, représentent leurs clients devant les comités d'administration et rédigent des documents juridiques tels que des contrats et des testaments. Les avocats plaident également des causes, représentent leurs clients et intentent des poursuites devant les tribunaux. Ce groupe de base comprend aussi les stagiaires en droit."
41200.00,Les professeurs et chargés de cours au niveau universitaire donnent des cours aux étudiants de premier cycle et d'études supérieures et font des recherches dans des universités. Les professeurs d'université qui sont chefs de département sont compris dans ce groupe de base.
41201.01,"Les assistants d'enseignement au niveau postsecondaire assistent les professeurs d'université, de collège communautaire et de cégep ainsi que les autres membres des facultés dans leurs cours."
41201.02,"Les assistants de recherche au niveau postsecondaire assistent les professeurs d'université, de collège communautaire et de cégep ainsi que les autres membres des facultés dans leurs travaux de recherche."
