Code de profil professionnel SIPeC,Exigences d'emploi
32200.01,"Un permis d'exercice d'un organisme de réglementation provincial est exigé des praticiens en médecine traditionnelle chinoise en Ontario et en Colombie-Britannique, ce qui comprend la réussite d'un examen d'enregistrement approuvé."
32200.02,"Un programme de formation de trois ou quatre ans en acupuncture offert par un établissement privé, menant à l'obtention d'un diplôme ouquelques cours universitaires de premier cycle en sciences et une formation dans un domaine connexe à la santé, ou d'une expérience de travail sous la supervision d'un acupuncteur diplômé, sont habituellement exigés des acupuncteurs."
32200.02,"Un permis d'exercice d'un organisme de réglementation provincial est exigé des acupuncteurs à Terre-Neuve-et-Labrador, au Québec, en Ontario, en Alberta et en Colombie-Britannique, ce qui comprend la réussite d'un examen d'enregistrement approuvé."
32201.00,Un programme de 18 à 24 mois ou de 18 à 36 mois en massothérapie dans une école certifiée etune formation pratique sous supervision sont habituellement exigés des massothérapeutes.
32201.00,"L'appartenance à l'association provinciale des massothérapeutes est exigée à Terre-Neuve-et-Labrador, en Ontario et en Colombie-Britannique."
32209.01,"Les autres professions de ce groupe de base exigent habituellement des programmes de formation spécifique au type de pratique, ainsi qu'une formation pratique supervisée."
32209.02,"Les autres professions de ce groupe de base exigent habituellement des programmes de formation spécifique au type de pratique, ainsi qu'une formation pratique supervisée."
32209.03,Un programme de formation de trois ans menant à l'obtention d'un diplôme en homéopathie est habituellement exigé des homéopathes.
32209.03,Un permis d’exercice d’un organisme de réglementation est exigé des homéopathes en Ontario.
32209.04,"Les autres professions de ce groupe de base exigent habituellement des programmes de formation spécifique au type de pratique, ainsi qu'une formation pratique supervisée."
32209.05,"Les autres professions de ce groupe de base exigent habituellement des programmes de formation spécifique au type de pratique, ainsi qu'une formation pratique supervisée."
32209.06,"Les autres professions de ce groupe de base exigent habituellement des programmes de formation spécifique au type de pratique, ainsi qu'une formation pratique supervisée."
33100.01,La réussite d'un programme collégial ou d'un autre programme d'une durée de huit mois à un an en assistance dentaire ouun diplôme d'études secondaires et une formation en milieu de travail sont exigés.
33100.01,"Un permis d'exercice d'un organisme de réglementation provincial est exigé dans toutes les provinces, sauf au Québec et en Ontario."
33100.01,"L'accréditation du Bureau national d'examen d'assistance dentaire est exigée pour effectuer des tâches intra-buccales dans toutes les provinces sauf au Québec, où les assistants dentaires n'effectuent aucune tâche intra-buccale."
33100.02,Un diplôme d'études secondaires et une formation en cours d'emploi pouvant aller jusqu'à deux ans est habituellement exigé des auxiliaires dans les laboratoires dentaires.
33101.00,Un certificat d'études collégiales en science de laboratoire médical est exigé des assistants de laboratoires médicaux et les travailleurs techniques connexes.
33101.00,L'accréditation par la Société canadienne de science de laboratoire médical est habituellement exigée.
33102.00,"Quelques années d'études secondaires et une formation en cours d'emploi ouun programme d'études en préposé au service de soutien personnel,  d'aide-infirmier ou d'aide-soignant en milieu collégial ou en établissement privé, ou un programme collégial de préposé aux soins infirmiers, ainsi qu'une formation pratique supervisée sont exigés."
33102.00,"Des cours spécialisés, par exemple en réanimation cardiorespiratoire (RCR) et en premiers soins sont habituellement exigés."
33102.00,Un permis de conduite d'un niveau approprié peut être exigé pour les préposés médicaux.
33103.00,Un diplôme professionnel d'assistance technique en pharmacie d’une durée maximale de deux ans est habituellement exigé des assistant technique en pharmacie.
33103.00,"Un diplôme collégial d'assistant en pharmacie, d'une durée de six à douze mois ou un diplôme d'études secondaires et plusieurs mois de formation en cours d'emploi est habituellement exigé des assistants en pharmacie."
33109.01,Une formation spécialisée en tests d'audiométrie industrielle est habituellement exigée des techniciens en audiométrie.
33109.02,Un diplôme d'études secondaires etplusieurs mois de formation en cours d'emploi ouun diplôme d'études collégiales en technologie orthopédique sont habituellement exigés des technologues en orthopédie.
33109.02,L'adhésion à la Société canadienne des technologistes en orthopédie est offerte et peut être exigée par les employeurs.
33109.03,"Des cours en soins de santé ou un court programme d'études collégiales relatif au travail des préposés aux soins médicaux, tels que des programmes de formation en récréologie sont offerts et peuvent être exigés par les employeurs."
33109.04,Un diplôme de niveau collégial de six mois en assistant en ophtalmologie  ou une formation en cours d'emploi d'au moins un an sous la supervision d'un ophtalmologiste et la réussite d'un programme approuvé d'études à domicile en assistant ophtalmologie sont exigés des assistants en ophtalmologie.
33109.04,L'accréditation par la Joint Commission on Allied Health Personnel in Ophthalmology peut être exigée par les employeurs.
33109.05,Un diplôme d'études secondaires et plusieurs mois de formation en cours d'emploi sont habituellement exigés des autres préposés de ce groupe de base.
33109.06,Un diplôme d'études secondaires etune formation de niveau collégial de six à neuf mois en processus de stérilisation sont exigés.
33109.07,Un diplôme d'études secondaires et plusieurs mois de formation en cours d'emploi sont habituellement exigés des autres préposés de ce groupe de base.
33109.08,Un diplôme d'études secondaires et plusieurs mois de formation en cours d'emploi sont habituellement exigés des autres préposés de ce groupe de base.
40010.00,Gestionnaires de la fonction publique - élaboration de politiques et de l'administration de programmes de santé
40010.00,"Un baccalauréat ou un diplôme d'études collégiales en sciences de la santé, en administration hospitalière ou en administration publique ou un baccalauréat en sciences sociales est exigé."
40010.00,"Un diplôme d'études supérieures dans le domaine de la santé, en sciences sociales ou dans une discipline administrative peut être exigé."
40010.00,"Plusieurs années d'expérience en tant que recherchiste, expert-conseil ou agent de programme en politiques sociales ou de santé sont habituellement exigées."
40010.00,"L'appartenance à une association du domaine de la santé est exigée pour certains gestionnaires de l'élaboration de politiques et de l'administration des programmes de santé, tels que les médecins hygiénistes en milieu urbain."
40010.00,Gestionnaires de la fonction publique - élaboration de politiques et de l'administration des programmes sociaux
40010.00,"Un baccalauréat ou un diplôme d'études collégiales dans une discipline des sciences sociales, telle que la sociologie ou l'économie, ou de l'administration, par exemple en administration publique, est exigé."
40010.00,Un diplôme d'études supérieures en sciences sociales ou en administration peut être exigé.
40010.00,"Plusieurs années d'expérience à titre de chercheur en politiques sociales, d'expert-conseil ou d'agent de programme sont habituellement exigées."
40011.00,"Un baccalauréat en économie, en administration des affaires, en commerce ou en administration publique est exigé."
40011.00,Une maîtrise en économie ou dans un domaine connexe peut être exigée.
40011.00,"Plusieurs années d'expérience en tant qu'économiste, agent de développement économique ou recherchiste en socio-économie sont exigées."
40012.00,Un baccalauréat en éducation est exigé.
40012.00,Une maîtrise en éducation dans une spécialisation particulière peut être exigée.
40012.00,"Plusieurs années d'expérience comme enseignant et comme agent de programmes, recherchiste ou expert-conseil de l'administration publique dans le domaine des politiques d'enseignement, sont habituellement exigées."
40012.00,Un brevet d'enseignement provincial est habituellement exigé.
40019.00,"Un baccalauréat en sciences sociales, en droit ou en administration des affaires est exigé."
40019.00,"Plusieurs années d'expérience en élaboration de politiques gouvernementales, en recherche ou en administration de programmes ou dans une profession reliée aux sciences sociales, au droit ou à l'administration des affaires sont habituellement exigées."
40020.01,Un diplôme d'études supérieures dans un domaine relié à la faculté visée etplusieurs années d'expérience en tant que professeur au niveau universitaire ou collégial sont exigés des administrateurs de faculté.
