Code de profil professionnel SIPeC,Fonctions principales
31204.02,"conseiller, s'il y a lieu, les clients sur la promotion de la santé et la prévention, la gestion et le traitement des blessures;"
31204.02,"effectuer, s'il y a lieu, de la recherche dans le domaine de spécialisation."
31209.01,"diagnostiquer les maladies, les difformités et les blessures aux pieds et faire part de leurs diagnostics aux patients;"
31209.01,"soigner les patients à l'aide d'orthèses, de plâtres, d'écrans, de physiothérapie ou de médicaments;"
31209.01,"opérer, au besoin, sur les os de l'avant-pied et sur les tissus mous sous-cutanés du pied."
31209.02,"diagnostiquer les maladies, les difformités et les blessures aux pieds;"
31209.02,"soigner les patients à l'aide d'orthèses, de plâtres, d'écrans, de physiothérapie et d'interventions chirurgicales sur les tissus mous sous-cutanés du pied."
31209.03,diagnostiquer les maladies et les troubles des patients;
31209.03,"employer des méthodes curatives naturelles telles que l'acupuncture et l'acupression, la manipulation vertébrale, la réflexologie, l'hydrothérapie, les plantes médicinales, la thérapie biochimique, la nutrition clinique, l'homéopathie et le counselling dans leur protocole de traitement."
31209.04,"diagnostiquer les troubles et les blessures du système musculosquelettique, circulatoire et nerveux;"
31209.04,"soigner les patients à l'aide de manipulations, de médicaments ou par la chirurgie."
31300,"superviser le travail des infirmiers autorisés, des infirmiers auxiliaires et de tout autre personnel des soins infirmiers;"
31300,évaluer les besoins des patients et s'assurer que les soins requis sont dispensés;
31300,établir et coordonner les services de soins infirmiers et les autres services de santé;
31300,veiller à la qualité des soins infirmiers et au respect des procédures administratives;
31300,participer à la mise sur pied de politiques et de procédures de l'unité des soins infirmiers;
31300,administrer le budget de l'unité de soins infirmiers et assurer la disponibilité des produits et de l'équipement;
31300,"participer à la sélection, à l'évaluation et au perfectionnement professionnel du personnel infirmier;"
31300,"prendre part à des projets de recherche en soins infirmiers, soins médicaux et en services pluridisciplinaires;"
31300,"prodiguer eux-mêmes, au besoin, des soins aux patients."
31301.01,évaluer les patients afin d'identifier les soins infirmiers appropriés;
31301.01,"collaborer avec les autres membres des équipes interdisciplinaires de soins de santé afin de planifier, d'implanter, de coordonner et d'évaluer les soins aux patients en consultation avec les patients et leurs familles;"
31301.01,administrer les médicaments et les traitements prescrits par un médecin ou selon les politiques et les protocoles en vigueur;
31301.01,"surveiller, évaluer, documenter et consigner les symptômes et les changements dans l'état des patients, et prendre des mesures nécessaires;"
31301.01,utiliser du matériel ou des appareils médicaux ou en surveiller l'utilisation;
31301.01,assister les médecins dans les interventions chirurgicales et les autres procédures médicales;
31301.01,"superviser, s'il y a lieu, les infirmiers auxiliaires autorisés et les autres membres du personnel infirmier;"
31301.01,"élaborer et mettre à exécution, s'il y a lieu, la démarche de planification de renvoi des patients lorsque ceux-ci sont admis en établissement;"
31301.01,"informer et conseiller, au besoin, les patients et leurs familles sur certains aspects de la santé, en collaboration avec d'autres travailleurs dans le domaine de la santé."
31301.02,élaborent et mettent en oeuvre des programmes d'éducation sur la santé pour les employés et dispensent des soins d'infirmiers autorisés dans des entreprises et industries privées.
31301.03,"donnent des renseignements sur la santé et des soins d'infirmiers autorisés dans des unités de santé publique et à domicile, ils gèrent les cas complexes de soins à domicile, prennent part à des évaluations des besoins de la collectivité et à l'élaboration de programmes, effectuent des tests de dépistage de maladies et assurent la prestation de programmes d'immunisation."
31301.04,"dispensent des soins infirmiers et des services de counselling et donnent des cours de dynamique de la vie aux patients dans les hôpitaux psychiatriques, les cliniques de santé mentale, les établissements de soins de longue durée ainsi qu'au sein de la collectivité."
31301.05,"effectuent des travaux de recherche liés aux sciences infirmières, en tant que travailleurs autonomes ou employés de centres hospitaliers, d'organismes privés et publics et du gouvernement;"
31301.05,"fournissent des services consultatifs à des établissements, à des associations et à des organisations de soins de santé sur les questions et les préoccupations relatives à la profession d'infirmier et à l'exercice en sciences infirmières."
31301.06,"fournissent leadership, conseils et orientation en ce qui concerne la prestation de soins basés sur la recherche à des groupes précis de patients dont le soin relève d'organisations de soins de santé particulières."
31302,"examiner les patients, consigner leur historique médical et consulter des médecins et d'autres professionnels en médecine afin d'évaluer la santé physique et psychologique des patients;"
31302,"ordonner l'exécution de tests de laboratoire, de radiographies et autres épreuves diagnostiques;"
31302,inoculer et vacciner les patients;
31302,"donner des conseils aux patients et à leurs familles concernant les soins de santé, y compris la promotion de la santé et la prévention des maladies et des accidents;"
31302,"collaborer avec les membres d'une équipe interdisciplinaire de soins de santé tels que des médecins de famille, des thérapeutes et des nutritionnistes, afin de planifier, d'implanter, de coordonner et d'évaluer les soins aux patients en consultation avec les patients et leurs familles;"
31302,jouer un rôle de défenseur des patients;
31302,prescrire et administrer des médicaments;
31302,peut coordonner ou gérer les soins primaires aux patients.
31303.01,mener des entrevues et des évaluations physiques avec les patients et consigner leur historique médical;
31303.01,"effectuer ou ordonner l'exécution de tests diagnostiques, et en interpréter les résultats;"
31303.01,élaborer et mettre en oeuvre des plans de traitement et surveiller les progrès des patients en consultation avec un médecin superviseur;
31303.01,effectuer des interventions chirurgicales mineures ou y participer;
31303.01,offrir des services d'éducation en maintien de la santé;
31303.01,"participer, s'il y a lieu, aux activités de recherche;"
31303.01,"prescrire, s'il y a lieu, des médicaments provenant d'une liste restreinte."
31303.02,"dispenser des soins complets aux femmes et à leurs bébés au cours de la grossesse, tels que des examens médicaux, des tests de dépistage et de diagnostic afin de surveiller la santé de la mère et de l'enfant et de les référer à des médecins spécialistes si nécessaire;"
